_id,title,URLs,Working Link,Old Links
bio2rdf-goa,Bio2RDF::Goa,https://lod-cloud.net/dataset/bio2rdf-goa,,http://goa.bio2rdf.org/
bio2rdf-iproclass,Bio2RDF::Iproclass,https://lod-cloud.net/dataset/bio2rdf-iproclass,,http://iproclass.bio2rdf.org/
lodac-bdls,LODAC BDLS,https://lod-cloud.net/dataset/lodac-bdls,,http://lod.ac/wiki/LODAC_BDLS
chemdb-basicInfo,chemdb dataset,https://lod-cloud.net/dataset/chemdb-basicInfo,https://github.com/victorgarric/ChemDB/tree/master/data; https://chemdb.soft32.com/,http://semweb.csdb.cn/chemdb(not%20working)
taxonconcept-assets,taxonconcept-assets,https://lod-cloud.net/dataset/taxonconcept-assets,,
eagle-i-harvard,eagle-i @ Harvard University,https://lod-cloud.net/dataset/eagle-i-harvard,,http://harvard.eagle-i.net
organic-edunet,Organic Edunet Linked Open Data,https://lod-cloud.net/dataset/organic-edunet,,http://data.organic-edunet.eu/
nvs,NERC Vocabulary Server 2.0,https://lod-cloud.net/dataset/nvs,,http://vocab.nerc.ac.uk/
farmbio-chembl,ChEMBL-RDF (@ Uppsala University),https://lod-cloud.net/dataset/farmbio-chembl,,https://github.com/egonw/chembl.rdf
eagle-i-tsu,eagle-i @ Texas Southern University,https://lod-cloud.net/dataset/eagle-i-tsu,,http://alaska.eagle-i.net/
eagle-i-meharry,eagle-i @ Meharry Medical College,https://lod-cloud.net/dataset/eagle-i-meharry,,http://meharry.eagle-i.net
allie-abbreviation-and-long-form-database-in-life-science,Allie Abbreviation And Long Form Database in Life Science,https://lod-cloud.net/dataset/allie-abbreviation-and-long-form-database-in-life-science,,http://allie.dbcls.jp/
eagle-i-xula,eagle-i @ Xavier University of Louisiana,https://lod-cloud.net/dataset/eagle-i-xula,,http://xula.eagle-i.net
kupkb,Kidney and Urinary Pathway Knowledge Base,https://lod-cloud.net/dataset/kupkb,,None
sparql-endpoint-status,SPARQL Endpoint Status,https://lod-cloud.net/dataset/sparql-endpoint-status,,http://labs.mondeca.com/sparqlEndpointsStatus/endpoint/endpoint.html
bio2rdf-bioportal,Bio2RDF::Bioportal,https://lod-cloud.net/dataset/bio2rdf-bioportal,,http://bioportal.bio2rdf.org/
linked-tcga,Linked TCGA,https://lod-cloud.net/dataset/linked-tcga,,None
bio2rdf-homologene,Bio2RDF::Homologene,https://lod-cloud.net/dataset/bio2rdf-homologene,,http://homologene.bio2rdf.org/
eagle-i-alaska,eagle-i @ University of Alaska Fairbanks,https://lod-cloud.net/dataset/eagle-i-alaska,,http://alaska.eagle-i.net
eagle-i-uccaribe,eagle-i @ Universidad Central del Caribe,https://lod-cloud.net/dataset/eagle-i-uccaribe,,http://uccaribe.eagle-i.net
taxonconcept-occurences,taxonconcept-occurences,https://lod-cloud.net/dataset/taxonconcept-occurences,,None
reactome-rdf,Reactome RDF,https://lod-cloud.net/dataset/reactome-rdf,,None
PubChem_RDF,PubChem RDF,https://lod-cloud.net/dataset/PubChem_RDF,,https://pubchem.ncbi.nlm.nih.gov/
Chemdb,chemdb thermochemistry dataset,https://lod-cloud.net/dataset/chemdb-thermochemistry,,http://chemdc.casdc.cn/
,,,,http://chemdc.casdc.cn/
